Unnamed: 0,filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
75,69_ICD _ CA_I GI__ _ LYRIC VIDEO,0.34823254,0.094643384,0.17530577,0.0039727893,1965.7231402446057,668437.1335835597,2318.491834130318,308408.7612047706,4165.9956421276365,4174108.877632704,0.0753487507256192,0.002094991144004,-4.9028806e-08,0.020186165,1.5427368e-05,0.0067245066,151.99908088235293,-111.76555,3438.8777,106.953125,1353.6326,-1.4428855,750.8287,3.8793721,541.74243,-3.636207,381.87155,-4.85461,340.61508,-6.769483,261.297,7.8736033,209.30428,-8.997176,212.3952,6.3708057,181.35909,-3.554853,146.30713,-1.7387302,140.14314,-2.2655334,113.85253,5.7620573,130.46422,-0.0010291887,91.27335,7.5568023,84.163376,-2.930628,109.80291,3.5269473,75.025116,-3.3372352,81.01985,1.0053285,93.67433,hiphop
76,50_Chơi Như Tụi Mỹ,0.41372988,0.093984306,0.26043412,0.021619268,2481.491656127551,1127066.0539725225,2511.018029869083,210293.4302153459,5162.4021169940015,3703513.1033682455,0.0907953693401702,0.0050240592005236,6.0595703e-06,0.064383194,0.0003395856,0.013363251,107.666015625,-82.39042,4110.5737,79.89912,1574.1985,13.496154,984.76855,20.349964,656.6328,-14.779457,621.63245,3.6319263,424.96793,-11.8203945,294.49457,6.3340364,284.09396,-10.09991,255.52469,3.8239722,204.81404,-3.08119,173.09883,1.7984166,144.6071,-0.107502565,109.830124,0.339277,101.27421,5.258317,95.72599,12.583917,113.44775,0.2243149,113.15158,8.411991,87.32812,3.5384545,70.30921,1.4214475,62.679844,hiphop
77,17_Tiếp Đất,0.43318507,0.099147975,0.28666526,0.028481074,2062.772430074285,1190537.3447400432,2427.511951491194,288220.02389455994,4504.039431356424,4873347.527056931,0.0611577934524961,0.0040849786790639,-7.467635e-05,0.06281731,0.00024326931,0.027663616,112.34714673913044,-117.661316,7433.1855,91.94191,1532.2397,23.4547,621.953,28.292345,305.09955,4.3536797,307.0784,8.81291,345.1817,-3.8541331,212.02638,14.807841,148.73062,-3.8482325,159.78807,10.875029,143.48346,2.1388655,108.90296,2.7586284,87.95542,-0.23307838,82.72278,3.6362667,65.37027,-1.3648857,68.691734,0.4236665,77.2341,-1.6766255,63.00811,2.0361733,53.853886,-3.2244775,51.288845,0.4302655,58.26617,hiphop
78,8_Chán Gái 707 _live from GENfest 23_,0.44743752,0.09592802,0.14655147,0.007953556,1564.6543364837055,1310715.7846886334,1914.500893504356,549578.4706805637,3088.110493284999,5582732.8599848505,0.0548556773655185,0.0042515014586943,3.019201e-06,0.0154474825,1.13500355e-05,0.009508454,151.99908088235293,-224.19592,13778.047,118.829796,2912.074,12.741108,1460.7549,22.155874,518.3568,16.295242,661.1382,-4.384341,646.5752,3.976649,304.7204,5.477599,327.72305,-11.156072,279.09177,7.7617235,220.25987,-6.7574883,179.9738,1.4837149,130.02878,-0.3257154,118.033714,-1.174441,108.96031,2.4488597,94.27492,-0.962046,79.23758,-5.4949183,102.571205,1.8296274,77.20742,-2.5278752,84.66546,-0.8105239,62.685825,hiphop
79,28_Vua Chơi Trên Mặt Trăng,0.45955297,0.09247834,0.1301823,0.0037579492,2021.211652308198,978354.7936370354,2154.133957794742,310833.119710635,4028.888137864624,3344356.425795492,0.0729768829818111,0.0041488581716378,-2.6419442e-05,0.012436031,0.00022273108,0.0046819868,112.34714673913044,-159.07193,5665.5557,97.8373,2020.3988,-3.453184,1234.4592,35.90239,622.0809,5.373056,668.5223,-3.4523492,519.3054,2.099008,282.72806,7.782269,221.78448,-11.486711,233.26485,0.3699854,197.43639,-3.8990602,185.7401,-1.0300751,163.60133,2.217786,129.51768,5.318846,113.73675,3.1427474,100.81074,6.518343,105.00169,0.7917051,127.93242,1.3113662,111.86628,2.321229,107.89077,0.4409925,103.64416,hiphop
80,35_Vinflow,0.5193713,0.088897735,0.41830105,0.023161141,1683.0541912150302,885533.5040640276,2205.6993896515733,412187.1488959424,3755.7564561212025,4758574.483966434,0.0418243880611455,0.0034045945044192,5.5434084e-05,0.16164145,0.0014127041,0.018640665,161.4990234375,-93.67372,4549.799,110.95546,1607.1432,14.252457,886.40753,22.33396,449.0629,2.8101375,556.61206,5.172395,487.14725,9.824571,327.5052,7.4818306,313.12827,-2.9194667,310.41763,16.339287,150.87097,3.7693124,133.19142,9.323317,146.01144,-0.8910248,154.414,5.862312,100.00511,7.676655,107.34431,6.213606,119.51385,2.6423693,102.03701,8.458715,77.57542,7.0286617,78.76197,1.9411986,83.64954,hiphop
81,44_VẪN ĐỢI,0.40636975,0.0901193,0.17778055,0.010619741,1897.781375380136,835312.2721138608,2058.7451227655743,337151.61551381164,3920.35546081354,3577573.936429315,0.0812134166989164,0.0023910605256941,5.617765e-06,0.015084587,7.115113e-05,0.017155752,117.45383522727272,-130.18567,6330.137,105.5526,1651.8746,-8.80982,994.8993,34.188328,572.6566,3.3954117,416.02057,3.5712786,712.71655,-1.4630898,286.31735,1.7282951,248.80263,-15.020826,243.391,6.929906,167.05286,-9.362125,145.80568,-2.5558016,142.40463,-5.8071437,141.95601,-4.3764477,121.31905,-2.467214,99.02832,-2.1107063,97.317406,-4.926,92.805046,-2.5955966,84.483925,-2.7549531,72.08176,0.60921955,71.40845,hiphop
82,12_Dáng Xinh,0.46244493,0.08742871,0.104561605,0.0032904597,2041.4382853489883,1394166.708820432,2377.6090123426065,400759.0193197124,4235.761886927366,5784476.2172318455,0.0686269470781733,0.0044250122948637,-1.7162953e-05,0.007821626,-0.00039906756,0.0044457517,129.19921875,-183.65413,5226.699,111.567215,1965.5248,16.196732,907.46594,14.333165,263.22595,13.593464,343.13254,7.518619,551.73016,2.823914,172.30414,5.538245,230.27281,-12.073286,163.7822,8.549479,174.6409,-6.9085994,128.52197,2.536437,97.82055,-5.4229507,92.189606,-0.20109223,91.53712,-3.2777479,89.36329,1.07041,83.33446,-6.5473037,93.53828,3.2999244,71.223465,-1.2110986,95.43582,-4.2790823,77.15003,hiphop
83,48_Đánh đổi,0.39380255,0.08950974,0.17173803,0.0032003007,2034.2166159813576,795467.5072465163,2517.356552512266,369273.2441022063,4648.138560008708,5497291.094564668,0.0727435132667376,0.0016378075557351,1.3711024e-05,0.012414267,-0.00026924786,0.010929887,78.30255681818181,-112.006195,3631.3643,115.05482,1305.4541,14.255493,581.2516,-1.363703,268.37143,15.964023,378.55753,10.168736,291.04617,-1.4540818,206.485,6.866127,179.56453,-6.3478928,141.5505,14.055749,129.94032,-4.7000656,108.646324,12.332677,89.720406,1.084836,99.30405,11.015069,102.329575,1.3952215,73.015205,-0.47050694,57.00653,-0.877238,58.803993,1.1396583,59.71748,-1.5981029,56.010044,-3.0048525,50.596466,hiphop
84,58_Lạc,0.43401784,0.09422088,0.37553912,0.024518428,2105.39819866465,645842.8415011428,2410.3577697547357,161572.197331668,4563.3057396478325,2498668.6680823416,0.0776773458663893,0.0037453182997596,1.6786895e-05,0.062348682,0.0006351315,0.05682167,99.38401442307692,-34.142193,2402.148,92.79524,771.5979,5.1950097,748.89105,24.413263,315.0711,-0.80129695,378.35373,13.711984,198.8117,3.0184612,178.24292,4.982932,141.61046,-5.3044586,139.3092,8.540175,119.378365,0.4130129,117.180695,7.842554,74.164894,-1.2193974,79.905975,4.313598,61.032604,4.512939,54.671295,0.9192448,55.175213,1.8168054,51.13089,3.0454352,60.0037,-1.7587842,58.38461,3.893968,69.50748,hiphop
85,43_No Days Off,0.43630567,0.09531907,0.33986112,0.014622594,2195.963095738793,1444546.5661617392,2302.9479967715497,611873.7517468911,4480.789571945144,5571420.58389353,0.0784003195747871,0.005492412034942,2.6055735e-05,0.09070414,0.00031248675,0.018847896,143.5546875,-72.63633,6510.2075,93.54088,3070.5015,16.611845,1114.4769,38.66085,572.6057,6.9509625,465.87616,-1.4974947,487.37335,8.441044,347.14932,0.60485554,366.59064,-14.019741,329.88474,7.4373865,180.17572,-3.7181695,184.87747,-1.2936676,157.63763,-6.9113626,142.03676,-2.3564854,117.38921,0.20285054,116.878456,-4.455211,87.5311,-3.3301408,74.14105,0.34548864,93.3026,-4.3514905,104.40551,0.1443779,74.291214,hiphop
86,64_ICD _ NGỒI ĐI _ OFFICIAL MUSIC VIDEO,0.44391468,0.08631547,0.092254736,0.00087785214,1648.032456300695,979284.44329984,2080.2150736208,508131.3060616999,3538.178605118034,5060920.701646978,0.0522574315499226,0.0023585604631136,-1.7998423e-06,0.00552254,-2.902802e-06,0.0019077746,95.703125,-202.88605,6212.736,125.74804,2114.4585,16.182846,562.5738,27.581902,329.16098,4.800723,389.39948,7.4744244,236.32343,2.8487258,153.21115,9.339629,127.744316,-2.6825602,170.98878,7.938165,96.84342,-2.7218294,92.97747,4.302413,82.80775,-0.33332527,94.36691,3.0926306,75.48219,2.3846545,68.69094,5.3489614,88.377525,-4.233548,72.83441,4.191616,71.01348,-0.5277496,75.2054,0.5690721,79.361786,hiphop
87,39_Wxrdie - NÉP VÀO SÁT VÀO _prod. Nick Schmidt_,0.43637043,0.09313262,0.25202963,0.014458016,2084.654177781916,1219536.647194215,2289.535982632888,441793.07464244886,4421.077433016278,4906075.9127580095,0.0777878894156346,0.0043333326258878,1.182089e-06,0.050897475,-2.1431018e-05,0.01570891,151.99908088235293,-89.23301,4793.2095,108.78718,1895.9412,3.780163,1156.9467,24.333763,559.563,0.15529948,428.97162,-7.619111,400.43564,4.2704287,305.24725,5.347716,256.53638,-18.607706,261.32596,8.600681,181.92531,-8.717418,161.68486,6.770114,133.32498,-4.8761406,135.685,-3.0209396,98.690605,-5.344489,95.08765,-7.1562357,103.62948,-6.994292,98.978004,-0.3154626,75.26806,-0.67323136,68.89176,-1.0533196,76.52672,hiphop
88,83_Trăng Hoa Mây Mưa,0.3561546,0.08880112,0.17978346,0.002844304,2328.0314520643083,1504474.9472276152,2341.9949744697947,264139.6755924533,4613.613768775396,4208862.6711653685,0.0976859172431308,0.004620565853336,4.1868392e-07,0.017625965,-4.624025e-05,0.01138101,135.99917763157896,-94.1431,4638.5273,92.59633,2146.6338,7.479809,770.56714,24.660501,337.92972,-3.3845003,342.737,8.245469,314.40518,-6.806138,269.53647,-3.398876,226.81627,-20.475752,159.39734,-3.6335363,167.34291,-10.282692,139.29951,-4.978933,111.56161,-12.914695,122.443634,-10.154925,124.33598,-9.156509,99.393875,-10.221736,105.52126,-2.7241716,117.81167,-2.1152534,79.43023,-7.6843147,63.417576,-2.192308,57.927437,hiphop
89,46_Obito - Xuất Phát Điểm,0.3392682,0.09612992,0.1368427,0.0027197306,1610.4771036172856,624179.3103924689,2171.2669357049945,432598.10757722426,3425.454286746565,4201600.813155225,0.0536652083736455,0.0011328054042712,5.130724e-06,0.01071235,-6.3757034e-06,0.005992969,129.19921875,-164.58916,6211.818,124.253716,1515.5122,23.428387,620.1608,20.039883,368.77133,8.407,324.95947,11.372141,243.45465,3.9819245,163.956,2.9915843,139.43365,-4.326472,156.1369,4.4209886,144.9196,-9.637975,129.80869,-0.045444097,88.42081,-5.3059173,101.59123,4.5199466,79.93289,-0.12656452,79.7146,1.2988455,65.99872,-5.6002,62.017494,-4.487426,76.059746,-5.253539,69.47655,-6.9266458,59.930523,hiphop
90,61_TOULIVER X BINZ - THEY SAID _ OFFICIAL MV _,0.363068,0.09703969,0.3563043,0.020018548,2365.617091153372,829467.0951343619,2524.0147849669543,237559.8918084385,5141.7772417098,3697453.1149201994,0.0916337996444466,0.0037953773128638,-3.5756017e-05,0.078129835,0.0002007403,0.034692816,86.1328125,-18.281502,5007.893,87.85259,1217.3099,2.1806428,498.86258,18.862087,286.88376,3.2532947,298.11523,6.8794065,148.09206,-10.682,152.72595,1.256106,115.54332,-11.425549,135.61809,-1.8529693,118.30493,-4.425069,101.98069,0.37908718,70.84796,-4.6780815,64.79568,1.0963922,60.0093,-0.88238764,64.02119,0.97955483,55.0426,-5.5829873,59.644302,0.6467395,56.77053,-5.555026,56.183292,-1.7737627,52.395947,hiphop
91,89_Sắc,0.410226,0.08895211,0.21445963,0.005130886,2139.2834307834846,949269.7378422192,2316.3632785083983,408571.837469661,4604.709655950682,4483510.300388576,0.08066258858601,0.0029957396637595,-2.6109124e-06,0.029497012,-2.7369322e-05,0.014685338,151.99908088235293,-101.9797,7906.9937,96.4708,1841.8783,3.657352,1577.6692,20.577248,530.3363,-1.0713378,508.55392,7.712959,392.17337,-4.1652236,258.05362,8.423369,256.03198,-8.900494,168.31145,2.6995053,150.61716,-6.946647,98.13196,6.8348327,108.26457,-3.7202854,99.18589,7.2894697,90.89385,4.579908,81.09143,-0.08742228,115.62735,2.9960396,116.0075,1.6153502,73.60547,-2.3738766,102.71183,0.07561212,112.935905,hiphop
92,52_16 Typh - ĐỜI THẬT RAP THẬT _Official MV_,0.44025457,0.0947637,0.2788617,0.021841267,2525.3352746792957,1111178.578403764,2667.365134249036,225542.74846890607,5501.154235272954,3802988.5553183495,0.0961621169335332,0.0072303973209746,-6.9769493e-07,0.048222274,0.0004490805,0.030808141,117.45383522727272,-63.74113,4104.8584,80.99314,1297.7755,16.532091,814.6726,23.222584,373.77634,3.6332948,428.14825,2.6514032,339.86026,-1.5886699,171.6708,8.844083,176.70473,-5.9255395,157.3146,7.9202695,132.57802,-5.281431,120.45494,4.3843327,110.498,4.0148606,122.58304,0.36827573,103.46582,-2.1982365,78.47673,7.1441774,76.176506,-1.621293,69.064835,3.13145,56.76018,-4.1629195,75.81101,-0.86211544,59.23845,hiphop
93,5_Bảo Tàng,0.42234513,0.090130836,0.11345989,0.008279333,2159.0461834484804,1376305.5671412994,2423.599981234732,295877.5994853731,4478.568752040804,5409071.421038459,0.085192039655089,0.0060008459930364,-5.858624e-07,0.006828008,0.00010900538,0.009581062,143.5546875,-181.19693,8588.914,97.486946,2147.18,20.416573,763.9377,19.208673,468.23666,4.546064,441.09918,1.7920665,380.47534,-5.4697847,180.56026,2.8066254,182.30109,-12.6465645,197.3428,1.4545126,166.19284,-12.74467,159.87164,-0.36735916,99.00831,-5.258634,84.718124,-4.664746,107.0172,-1.9499011,81.31944,-3.3158393,72.34261,-9.312042,74.28444,-0.25524318,66.89619,-6.8187814,89.72446,-1.278826,62.52099,hiphop
94,41_Youngz,0.48993713,0.095122255,0.23639889,0.037355777,2289.3197976716287,1072108.995551691,2546.051899811536,230846.1340484929,4983.24903364152,4305299.609098653,0.0834429950536958,0.0072766649872837,-0.00080065994,0.06976819,-0.0016858006,0.010876798,123.046875,-117.85166,3040.7666,86.924065,1198.7236,5.596945,836.44525,17.171158,488.5579,-1.2314851,414.2609,4.472315,377.82855,7.1731615,269.69492,-4.8420696,265.38605,-10.144442,236.22441,14.738968,154.77696,-11.3560505,176.7154,8.708714,147.74178,-7.010437,137.37091,5.6111503,120.88408,-5.1958733,111.43126,-3.2930624,99.54013,-5.1377664,96.85144,-4.2896166,90.31292,-6.1382327,75.93465,-3.2147613,67.89683,hiphop
95,87_AN,0.34161216,0.08733312,0.182593,0.0033596351,1554.0310257385045,279963.7866092823,1980.988717677102,210161.44476397272,3206.243112286547,1818882.6407638253,0.0570491637238777,0.0004759981796508,1.3710812e-06,0.01900407,-2.9030667e-05,0.008174721,123.046875,-110.295204,3217.3347,126.047615,826.8119,-5.428723,350.5057,24.61074,280.4317,-6.912488,289.55917,-7.4017363,196.54881,-1.5766547,121.224884,-12.020393,127.40774,-15.655889,126.291214,-2.7345397,85.99876,-16.879559,93.62344,-4.804983,89.781525,-17.12943,73.10092,-8.077515,81.49371,-10.831181,67.50236,-7.708732,51.84711,-11.902646,66.87541,-5.620636,63.77219,-12.654778,74.33905,-10.536221,62.041256,hiphop
96,23_Dáng Xấu _ Low G _ Rap Nhà Làm,0.4481782,0.10011649,0.16490117,0.018393803,3004.299377251551,2772970.499670485,2656.977272587942,320508.2253168987,5632.824272415586,6426122.766980718,0.1319050980795278,0.0162521816775749,8.37124e-06,0.02766172,-0.00039371892,0.011341965,151.99908088235293,-149.69577,5580.736,71.507706,2728.4297,23.145988,1554.5172,8.138317,419.21304,8.480849,566.5366,1.7990324,604.64136,-9.535138,321.22937,13.131921,250.84032,-16.211481,262.1234,5.100208,207.28728,-7.307478,191.99121,-1.0052117,192.82733,-2.5973825,126.41003,-2.2687933,108.16232,-4.037363,100.81925,-0.8840185,91.032715,-6.7963996,95.365715,0.21933345,88.43634,-0.15619789,88.76247,-1.4821129,68.23691,hiphop
97,24_Tán Gái 303 _ Low G _ Rap Nhà Làm,0.43956915,0.08444021,0.321127,0.004499456,1687.1148610489713,799215.1378512344,2140.2578749204367,224667.1966288461,3521.453706251209,3723305.557544663,0.0565289476707623,0.0030473791620434,9.4288764e-05,0.061393395,-0.0011410692,0.023827212,151.99908088235293,-70.60102,4176.4683,120.03983,1495.1825,27.005075,849.78485,36.715675,433.68478,-3.879811,394.82648,11.429264,265.38205,0.92809474,211.07094,2.975582,179.95822,-15.105399,161.00945,15.494727,220.66179,-12.824493,149.50098,-1.8481706,87.22759,-5.067094,108.08451,-2.720605,103.14583,-3.012632,88.92504,-2.6437728,60.699085,-9.7513895,75.69391,0.11101582,69.284645,-3.9807084,48.11588,-1.5659623,58.65099,hiphop
98,19_Flexin_ trên Circle k,0.3580217,0.098082885,0.13123462,0.0035460538,1880.399927402184,1531528.7244410063,2221.005090017846,468712.4585567626,3741.0232118777817,6198262.961048612,0.0800507253168537,0.0065508007692654,-6.643053e-06,0.009720945,-2.9466544e-05,0.006623311,143.5546875,-178.94623,4756.3926,114.99754,2069.1348,16.460447,970.69196,24.003292,455.53015,21.2141,532.7955,-5.020414,478.27313,-11.338276,227.79489,0.015096233,157.98009,-19.464844,209.51683,-2.7339919,197.04706,-11.5333395,194.9717,-2.0544465,166.00417,-3.2355616,159.14734,1.2599907,153.86697,-0.4750284,111.67336,-0.6878024,128.43344,-10.697661,127.550156,0.8279889,104.34497,-3.7511535,102.16049,-2.2178266,91.6302,hiphop
0,100_CHỦ ĐỀ 6_ CHỈ CÓ MỘT TRÊN ĐỜI  -  ÂM NHẠC LỚP 6  - KẾT NỐI TRI THỨC,0.28653035,0.08510401,0.24989791,0.0068209195,2121.2884488695177,438355.4821148989,2346.870959880199,171561.63666619107,4433.044027322586,2021789.507134061,0.0994357176978521,0.0017494786410792,3.3946804e-07,0.0486276,0.0001140775,0.0069362298,135.99917763157896,-55.706516,2240.1692,96.0082,796.44763,2.186848,276.94778,21.625877,249.78023,0.2498638,187.11629,14.258234,169.55794,13.002772,181.89642,-3.959966,134.60043,-1.0628104,116.46759,6.871426,116.22749,-12.282952,116.829185,2.56376,115.20801,-7.6088414,82.66402,-0.47549874,99.483795,-7.573936,112.36469,0.34462622,126.84815,-8.090921,126.04415,3.0893104,140.57004,-4.756593,160.7384,0.7971692,192.13394,kid
1,7_Em Đi Qua Ngã Tư Đường Phố - Nhạc Thiếu Nhi Hoạt Hình Vui Nhộn,0.29213005,0.08425556,0.18135975,0.0061024986,2410.242697213251,400994.81007852143,2423.014143883746,242800.57559470236,5180.647839997944,2373027.334485929,0.1206126493566176,0.0014275537040189,-3.0681957e-05,0.024827024,-0.00021255159,0.0058005205,117.45383522727272,-66.09511,2356.8213,87.37581,710.48956,-1.0703927,561.2898,30.062496,351.93024,-3.7898483,219.49158,11.644573,145.33124,-5.5741143,103.61113,1.7584451,152.98451,-4.9001637,106.20203,3.044827,181.32735,-9.557467,88.83179,-4.275488,113.297844,-10.594823,86.30791,-3.0095885,85.05549,-1.63691,128.39793,2.9994922,118.0879,-2.894935,96.79465,2.252696,105.28514,-3.0013943,104.380615,-0.16398054,141.25787,kid
2,98_Ngay Dau Tien Di Hoc,0.2784783,0.08509532,0.2342371,0.004162073,2641.895649323029,238127.91050232772,2397.183358476257,92148.04285771256,5158.831305252878,810496.3337265563,0.1366741546536377,0.002207661971018,-0.0017753603,0.037528947,0.0008756554,0.011232862,123.046875,-43.915833,1552.4003,67.4896,490.07846,-5.2505293,431.15714,39.841816,323.098,-14.438844,263.24777,-0.12688124,202.93832,-5.9233637,154.54903,-2.7839847,157.46414,-1.122288,111.20719,-10.803392,127.53638,-8.249518,102.34594,-2.5795276,144.37154,-5.527188,125.541664,-0.8694358,151.37004,-2.1817577,121.71241,-6.2210584,156.55046,-1.2175813,199.89275,1.100306,182.53865,-0.9858725,197.20752,9.065477,152.9419,kid
3,93_Cả nhà thương nhau,0.27701697,0.088383526,0.23742114,0.008664968,2178.145084254666,394263.63722151046,2390.062987274687,215968.0761783682,4713.243628713464,2541092.050642231,0.0948952499850263,0.0014672743074289,-5.492357e-05,0.042831756,-0.0011057797,0.010279573,123.046875,-73.91779,3155.9229,89.681694,734.60156,3.4493675,394.67682,32.68886,179.9746,6.4662275,120.768745,6.074136,165.57675,0.5044806,153.48625,5.947811,126.14247,1.7452946,123.94316,3.486168,124.98691,-6.987308,80.720535,6.4218416,90.7913,-2.070841,77.85976,5.166013,119.774315,1.3134333,107.7559,2.5184257,93.57723,-4.421379,123.73941,2.743545,131.81319,1.2663077,128.20015,7.4863787,134.65921,kid
4,13_Chú Bộ Đội _ Cao Lê Hà Trang _ Nhạc thiếu nhi 2020 _ Nhạc Thiếu Nhi Hay_ Ý Nghĩa Nhất Cho Bé Yêu,0.33291724,0.0881507,0.24923828,0.0040021334,2037.6994249314089,428836.0981252472,2372.528923021312,338177.62125360547,4581.613962273848,3544359.9508370776,0.0725048525783668,0.0008964315046088,0.004127339,0.042149823,0.0013956901,0.01006228,129.19921875,-60.26092,1727.3022,103.90207,944.7697,1.603412,698.63873,16.637571,206.24161,-0.08983848,209.21645,16.890207,146.08469,1.2255301,91.88742,5.7549434,92.6751,2.840214,93.60796,7.405316,81.83546,-1.5614676,65.76267,5.433223,54.41647,-3.8640332,51.074795,2.900913,55.72733,-3.3054411,66.92325,6.6334414,87.83284,1.3155094,99.83997,4.2622886,69.863365,0.56974155,91.133125,3.02394,109.66677,kid
5,97_CHÚ CUỘI CHỊ HẰNG _ MV Hoạt Hình _ Ca Nhạc Thiếu Nhi Hay Cho Bé,0.23280576,0.08914811,0.14167993,0.0021937785,1902.3039690551636,176637.80039154697,1982.6698439468048,100609.228871291,3641.761312100909,894074.5169969595,0.1087262888810952,0.0010513615361164,1.67948e-06,0.01820655,3.612746e-07,0.0014565082,112.34714673913044,-158.3081,3017.422,103.83067,546.2846,-17.058598,263.02048,17.878864,269.67047,-7.033105,367.10373,2.7453284,352.06512,6.148943,255.47243,-26.947628,366.15894,-7.900503,355.00238,-9.979535,162.61018,-17.793161,328.05176,1.293087,157.26436,-22.403692,245.21295,-4.6001024,228.12285,-21.896826,230.23363,-4.7329783,158.26758,-8.409626,152.81108,-0.24621795,176.09695,-0.33553916,258.02087,-2.5798504,172.36745,kid
6,52_Bé tập đánh răng,0.3204768,0.0834558,0.24557407,0.001896295,2322.281639235812,353859.3235131392,2384.394034590295,167278.96863187407,4916.778602245791,1527317.792800118,0.1082206230045472,0.0021570804984202,-1.3439013e-05,0.038707245,-0.00034961212,0.009393931,117.45383522727272,-36.848755,1409.7915,85.63543,637.95557,1.2425394,329.2431,45.194786,273.82584,-0.16719297,97.01246,9.337304,98.15145,2.878526,72.60264,0.2128266,56.46338,1.5214313,90.4155,5.553268,77.05088,-0.22371948,56.876057,7.008405,62.370865,-4.10632,62.462734,-0.8376878,69.182915,-5.4212866,63.24511,3.1397245,70.072464,-2.0145469,62.5925,2.2093897,84.98706,1.3003007,116.334656,4.3911896,128.75171,kid
7,77_Xúc Xắc Xúc Xẻ,0.35170373,0.09483537,0.19673508,0.0060030064,2584.269971150452,664218.4177398881,2588.05836540137,150511.75844993858,5687.673940747146,2248197.7774262507,0.1209444689676857,0.0063105744543489,0.00025642937,0.019234836,-0.00041535115,0.013889751,143.5546875,-62.509277,3634.0317,81.21967,810.3937,2.2113068,641.9605,15.563345,324.62793,-8.689696,260.56894,13.515152,147.01204,-11.800331,140.527,8.329691,103.47867,-11.398251,145.25885,6.9733562,121.64178,-10.250377,65.32823,1.7734921,65.80025,-8.181523,67.33456,0.9890137,82.97184,-5.8239474,57.28838,-1.70304,72.73363,-6.56972,74.89841,3.0290022,67.636375,-6.1087275,64.32007,3.2904446,68.99792,kid
8,56_Niềm Vui Của Em _ Candy Ngọc Hà _ Nhạc Thiếu Nhi Vui Nhộn,0.25244427,0.08403612,0.22917019,0.0041047353,2530.154356589759,437306.1597641459,2728.400101524607,232047.8766870832,5733.486163726901,3257344.7422608323,0.1039243526872097,0.0016383573374402,-1.4089204e-06,0.043619268,5.9675625e-05,0.0058178417,161.4990234375,-77.78592,1633.7646,77.221596,583.5149,12.18077,581.95844,6.4494734,432.51074,-4.289577,188.58434,0.99446386,348.60406,8.340949,259.9255,0.3875211,278.8647,0.27660432,244.35176,9.252513,150.984,-6.27471,172.3288,11.104726,130.62407,-1.0577245,125.13292,8.08193,168.46283,4.2964153,198.18625,9.383474,163.86856,3.9779034,144.70549,4.7047944,138.67073,2.170012,180.37495,7.5878606,132.94696,kid
9,38_Công Chúa Bong Bóng,0.23953487,0.08476672,0.13439636,0.0028921003,2048.5766421087906,458845.68373904936,2135.763599176292,227885.70521744053,4247.8659804022345,2458067.9076399803,0.1043608579842298,0.0020924858329853,-5.4291937e-05,0.013871372,-3.6088146e-05,0.0034828053,107.666015625,-132.2061,3121.8726,102.4313,1148.6293,-13.473743,384.9775,21.08272,309.85617,-3.0011244,197.18118,7.6874123,194.58492,-1.6555338,154.75288,-2.5185385,217.26752,-0.07606331,201.40663,-1.8134326,195.98161,-5.1445312,177.58717,3.6681018,165.80325,-3.4602075,172.42523,6.440487,174.72375,-3.266335,144.50757,2.3662698,139.85602,-3.521295,128.88875,0.9643498,115.694115,0.009270777,133.27556,0.2561429,171.95103,kid
10,6_Xuân Mai _ Con Cò Bé Bé _ Nhạc Thiếu Nhi Bé Xuân Mai,0.33685437,0.08622715,0.12612414,0.0010686178,3007.914714664761,856485.104655115,2817.6231138348007,212603.35085031812,6424.815316687427,2538221.93721712,0.1418288853884481,0.0056186365393475,1.242717e-06,0.011806892,2.6556045e-05,0.0023947817,89.10290948275862,-108.87212,2154.3318,63.056297,922.6221,23.460491,482.93353,31.42927,359.83472,-4.363538,326.62125,11.305238,176.50041,-1.5476418,115.01814,11.951539,127.843895,-5.7618685,102.702675,7.2398505,110.86276,2.4347365,86.727844,-0.996545,140.35036,-4.0410585,111.17715,1.2637995,139.3079,-0.3063017,100.012955,3.4143536,102.369194,0.6043637,158.09097,1.2585816,120.35351,-3.0195308,124.58042,2.296828,128.05287,kid
